,id,name,price,url,category_name,Размер,Материал,Цвет,Класс,Набор,Подсветка,Вес,Объем упаковки,Страна производства,Страна бренда
1916,6376,Деревянная елочная игрушка Шишка золотая,210.0,/goods/derevyannaya-elochnaya-igrushka-shishka-15-sm-zolotaya/,Шишки и желуди,M (15-30 см),Дерево,золото,стандарт,Нет,Нет,0.02,0.0003,Россия,Россия
1917,6377,"Елочная игрушка Elmiwud 17 см белая, подвеска",480.0,/goods/elochnaya-igrushka-elmiwud-17-sm-belaya-podveska/,Текстильные игрушки,M (15-30 см),Перья,белый,стандарт,Нет,Нет,0.01,0.0001,Китай,Нидерланды
1918,6378,"Набор елочных игрушек Балерины Эльза и Герда - Кристальные Пуанты 15 см, 2 шт, подвеска",700.0,/goods/nabor-elochnyh-igrushek-baleriny-jelza-i-gerda---kristalnye-puanty-15-sm-2-sht-podveska/,Балет,M (15-30 см),Акрил,розовый,стандарт,Да,Нет,0.09,0.0011,Китай,Россия
1919,6385,Елочная игрушка Белка - Графиня Монбельяр 30 см,2340.0,/goods/elochnaya-igrushka-belka---grafinya-monbelyar/,Животные,M (15-30 см),Текстиль,зеленый,премиум,Нет,Нет,0.07,0.0012,Таиланд,Россия
1920,6390,"Искусственная пуансеттия Danielius 12 см, 3 шт, красная, клипса",290.0,/goods/iskusstvennaya-puansettiya-danielius-12-sm-krasnaya-klipsa/,Пуансеттии,S (7-14 см),Пластик,красный / бордовый,стандарт,Да,Нет,0.04,0.0014,Китай,Нидерланды
1921,6404,"Пуансеттия Giovanna 25 см красная, на стебле",180.0,/goods/puansettiya-giovanna-25-sm-krasnaya-na-steble/,Пуансеттии,M (15-30 см),Пластик,красный / бордовый,стандарт,Нет,Нет,0.02,0.0003,Китай,Италия
1922,6405,"Елочная игрушка Лебединая Песня 12 см белая с перламутровым, подвеска",480.0,/goods/elochnaya-igrushka-lebedinaya-pesnya-12-sm-belaya-s-perlamutrovym-podveska/,Птицы,S (7-14 см),Акрил,белый,стандарт,Нет,Нет,0.09,0.0013,Китай,Россия
1923,6410,"Винтажное украшение на магните Сны Адилин 23 см, розовый",1660.0,/goods/elochnaya-igrushka-kist-cvetok-amazonki-rozovyj-23-sm/,Изысканные подвески,M (15-30 см),Текстиль,розовый,премиум,Нет,Нет,0.06,0.0016,Китай,США
1924,6411,"Елочная игрушка Шишка Alto - Луговой Зеленый 8 см, 6 шт, пластик",480.0,/goods/elochnaya-igrushka-shishka-alto---lugovoj-zelenyj-8-sm-6-sht-plastik-podveska/,Шишки и желуди,S (7-14 см),Пластик,зеленый,эконом,Да,Нет,0.09,0.0014,Китай,Нидерланды
1925,6412,Коллекционная кукла Мистер Бернардо Коттонтейл из Сказочной Долины 33 см,17560.0,/goods/kollekcionnaya-kukla-mister-bernardo-kottontejl-iz-skazochnoj-doliny-33-sm/,Животные,L (31-50 см),Текстиль,розовый,премиум,Нет,Нет,0.55,0.0077,Китай,США
1926,6414,"Елочная игрушка Золотистый Птенчик на желуде 6 см, подвеска",440.0,/goods/elochnaya-igrushka-zolotistyj-ptenchik-na-zhelude-6-sm-podveska/,Птицы,XS (до 6 см),Полистоун,шоколадный / коричневый,стандарт,Нет,Нет,0.03,0.0001,Китай,Нидерланды
1927,6418,"Елочная игрушка Снежинка - Maclaren Gold 12 см, подвеска",280.0,/goods/elochnaya-igrushka-snezhinka-reznaya-12-sm-zolotaya-podveska/,Снежинки,S (7-14 см),Акрил,золото,стандарт,Нет,Нет,0.04,0.0003,Китай,Нидерланды
1928,6426,"Пуансеттия Bienne Argento 30 см, клипса",330.0,/goods/puansettiya-bienne-argento-30-sm-klipsa/,Пуансеттии,M (15-30 см),Текстиль,серебро,стандарт,Нет,Нет,0.04,0.0014,Китай,Россия
1929,6427,Декоративная ветка Dandelion 55 см бежевая,350.0,/goods/dekorativnaya-vetka-dandelion-55-sm-bezhevaya/,"Растения, Листья",XL (51-80 см),Пластик,кремовый / светлое дерево,стандарт,Нет,Нет,0.03,0.0003,Китай,Нидерланды
1930,6432,"Елочная игрушка Кисть Кессельтон 13 см фуксия, подвеска",2420.0,/goods/elochnaya-igrushka-kist-kesselton-13-sm-fuksiya-podveska/,Изысканные подвески,S (7-14 см),Текстиль,розовый,премиум,Нет,Нет,0.06,0.0002,Индия,Бельгия
1931,6435,Коллекционная кукла Мистер Мартинес - Весенний Бал в Стране Чудес 66 см,44460.0,/goods/kollekcionnaya-kukla-mister-martines---vesennij-bal-v-strane-chudes-66-sm/,Животные,XL (51-80 см),Текстиль,фиолетовый,премиум,Нет,Нет,1.87,0.0245,Китай,США
1932,6438,"Елочная игрушка Маленькая Леди Мирель в нежно-розовом платье 13 см, подвеска",3310.0,/goods/elochnaya-igrushka-malenkaya-ledi-mirel-v-nezhno-rozovom-plate-13-sm-podveska/,Люди,S (7-14 см),Полистоун,розовый,стандарт,Нет,Нет,0.06,0.0009,Филиппины,Бельгия
1933,6440,Искусственная ветка Аэльфред 69 см белая,680.0,/goods/iskusstvennaya-vetka-ajelfred-69-sm-belaya/,"Растения, Листья",XL (51-80 см),Пластик,белый,стандарт,Нет,Нет,0.09,0.0011,Китай,Нидерланды
1934,6443,Елочная игрушка Шишка из Таинственной Рощи 10 см золотая,860.0,/goods/elochnaya-igrushka-shishka-iz-tainstvennoj-roshhi-10-sm-podveska/,Шишки и желуди,S (7-14 см),Пластик,золото,премиум,Нет,Нет,0.07,0.0005,Китай,Нидерланды
1935,6444,Коллекционная кукла Миссис Мартина Коттонтейл из Сказочной Долины 33 см,17560.0,/goods/kollekcionnaya-kukla-missis-martina-kottontejl-iz-skazochnoj-doliny-33-sm/,Животные,L (31-50 см),Текстиль,розовый,премиум,Нет,Нет,0.55,0.0077,Китай,США
1936,6449,"Искусственный цветок Vetraud 29 см, клипса",600.0,/goods/iskusstvennyj-cvetok-vetraud-29-sm-klipsa/,Пуансеттии,M (15-30 см),Текстиль,серый,стандарт,Нет,Нет,0.04,0.0017,Китай,Нидерланды
1937,6454,"Набор елочных игрушек Сосульки 15 см малиновая фуксия, 6 шт, стекло",740.0,/goods/nabor-elochnyh-igrushek-sosulki-15-sm-malinovaya-fuksiya-6-sht-steklo/,Сосульки,M (15-30 см),Стекло,красный / бордовый,стандарт,Да,Нет,0.12,0.0023,Китай,Нидерланды
1938,6460,"Искусственная пуансеттия Candelaria 12 см, 3 шт, розовое золото, клипса",280.0,/goods/iskusstvennaya-puansettiya-candelaria-12-sm-rozovoe-zoloto-klipsa/,Пуансеттии,S (7-14 см),Пластик,розовый,стандарт,Да,Нет,0.07,0.002,Китай,Нидерланды
1939,6461,"Елочная игрушка Балерина Чарманди - Изящное Па 12 см, подвеска",1040.0,/goods/elochnaya-igrushka-balerina-charmandi---izyashhnoe-pa-12-sm-podveska/,Балет,S (7-14 см),Полистоун,кремовый / светлое дерево,премиум,Нет,Нет,0.01,0.0002,Китай,Бельгия
1940,6462,"Набор елочных игрушек Снежинка - Verde Pino 9-11 см красный, 12 шт",730.0,/goods/nabor-elochnyh-igrushek-snezhinka---verde-pino-krasnyj-12-sht-podveska/,Снежинки,S (7-14 см),Пластик,красный / бордовый,эконом,Да,Нет,0.13,0.001,Китай,Нидерланды
1941,6463,"Набор стеклянных елочных игрушек Звезды 4.5 см туманный альбион, 12 шт",460.0,/goods/nabor-steklyannyh-elochnyh-igrushek-zvezdy-45-sm-tumannyj-albion-12-sht/,Звездочки,XS (до 6 см),Стекло,серый,стандарт,Да,Нет,0.08,0.0006,Китай,Нидерланды
1942,6467,"Елочная игрушка Лебединая Песня 12 см серебристая с бирюзовым, подвеска",520.0,/goods/elochnaya-igrushka-lebedinaya-pesnya-12-sm-serebristaya-s-biryuzovym-podveska/,Птицы,S (7-14 см),Акрил,бирюзовый,стандарт,Нет,Нет,0.09,0.0013,Китай,Россия
1943,6471,"Елочная игрушка Балерина Эсмеральда 13 см, подвеска",1730.0,/goods/elochnaya-igrushka-tancuyushhaya-devushka-v-svetlom-naryade-3-13-sm-podveska/,Балет,S (7-14 см),Полистоун,золото,премиум,Нет,Нет,0.07,0.0006,Китай,Бельгия
1944,6472,Деревянная елочная игрушка Снежинка - Снежная Корона золотая,230.0,/goods/derevyannaya-elochnaya-igrushka-snezhinka---snezhnaya-korona-15-sm-zolotaya/,Снежинки,M (15-30 см),Дерево,золото,стандарт,Нет,Нет,0.04,0.0001,Россия,Россия
1945,6478,Коллекционная кукла Миссис Мартинес - Весенний Бал в Стране Чудес 66 см,44460.0,/goods/kollekcionnaya-kukla-missis-martines---vesennij-bal-v-strane-chudes-66-sm/,Животные,XL (51-80 см),Текстиль,фиолетовый,премиум,Нет,Нет,1.87,0.0245,Китай,США
1946,6481,Искусственная ветка с перьями Брондрика 61 см розовая,950.0,/goods/iskusstvennaya-vetka-s-peryami-brondrika-61-sm-rozovaya/,"Растения, Листья",XL (51-80 см),Пластик,розовый,стандарт,Нет,Нет,0.03,0.0019,Китай,Нидерланды
1947,6487,Елочная игрушка Шишка 13 см шампань,480.0,/goods/elochnaya-igrushka-shishka-13-sm-shampan-podveska/,Шишки и желуди,S (7-14 см),Акрил,золото,стандарт,Нет,Нет,0.07,0.0012,Китай,Россия
1948,6490,Декоративная ветка Dandelion 55 см коричневая,310.0,/goods/dekorativnaya-vetka-dandelion-55-sm-korichnevaya/,"Растения, Листья",XL (51-80 см),Пластик,шоколадный / коричневый,стандарт,Нет,Нет,0.03,0.0003,Китай,Нидерланды
1949,6493,Деревянная елочная игрушка Самолет - Краски детства 10 см,200.0,/goods/derevyannaya-elochnaya-igrushka-samolet---kraski-detstva-10-sm/,Деревянные игрушки,S (7-14 см),Дерево,разноцветные,эконом,Нет,Нет,0.02,0.0001,Россия,Россия
1950,6503,Гирлянда Боа из перьев Сигмор 160 см темный шампань,3640.0,/goods/girlyanda-boa-iz-perev-sigmor-160-sm-temnyj-shampan/,Текстильные игрушки,XXL (81 см и более),Перья,шоколадный / коричневый,стандарт,Нет,Нет,0.08,0.0023,Китай,Нидерланды
1951,6508,"Винтажная елочная игрушка Желудь Matisse 9 см голубой, стекло, подвеска",430.0,/goods/vintazhnaya-elochnaya-igrushka-zhelud-matisse-9-sm-goluboj-steklo-podveska/,Шишки и желуди,S (7-14 см),Стекло,синий / голубой,премиум,Нет,Нет,0.09,0.0003,Индия,Нидерланды
1952,6514,"Елочная игрушка Мудрая Сова 13 см золотая, подвеска",410.0,/goods/elochnaya-igrushka-mudraya-sova-13-sm-zolotaya-podveska/,Птицы,S (7-14 см),Акрил,золото,стандарт,Нет,Нет,0.07,0.0004,Китай,Россия
1953,6518,"Набор елочных игрушек Aureate Galileo 7-13 см, 4 шт, подвеска",560.0,/goods/nabor-elochnyh-igrushek-aureate-galileo-11-sm-4-sht/,Сосульки,S (7-14 см),Пластик,красный / бордовый,стандарт,Да,Нет,0.02,0.001,Китай,Нидерланды
1954,6522,Декоративная фигура Сова Луни 16 см,1440.0,/goods/dekorativnaya-figura-sova-luni-16-sm/,Птицы,M (15-30 см),Искусственный мех,розовый,стандарт,Нет,Нет,0.04,0.0015,Китай,Нидерланды
1955,6523,Декоративная ветка с перьями Инфламаре 61 см трюфельная,590.0,/goods/dekorativnaya-vetka-s-peryami-inflamare-61-sm-tryufelnaya/,"Растения, Листья",XL (51-80 см),Перья,шоколадный / коричневый,стандарт,Нет,Нет,0.04,0.0022,Китай,Нидерланды
1956,6530,"Стеклянная елочная игрушка с композицией Белочка 8 см, подвеска",250.0,/goods/steklyannaya-elochnaya-igrushka-s-kompoziciej-belochka-8-sm-podveska/,Животные,S (7-14 см),Стекло,кремовый / светлое дерево,стандарт,Нет,Нет,0.04,0.0002,Китай,Нидерланды
1957,6534,"Елочная игрушка Балерина Джули - Танец Лауренсии 16 см, подвеска",1930.0,/goods/elochnaya-igrushka-balerina-dzhuli---tanec-laurensii-16-sm-podveska/,Балет,M (15-30 см),Полистоун,кремовый / светлое дерево,премиум,Нет,Нет,0.03,0.0004,Китай,Бельгия
1958,6538,"Набор елочных игрушек Сосульки Джованни: Gold Aurora 30 см, 4 шт, подвеска",6320.0,/goods/nabor-elochnyh-igrushek-sosulki-dzhovanni-gold-aurora-30-sm-4-sht-podveska/,Изысканные подвески,M (15-30 см),Пластик,золото,премиум,Да,Нет,0.26,0.0103,Китай,Нидерланды
1959,6545,"Светодиодная гирлянда Шишки - Cristal Perfecto 1.75 м, 8 теплых белых LED ламп, прозрачный ПВХ, на батарейках, IP20",830.0,/goods/svetodiodnaya-girlyanda-shishki-silver-perfecto-175-m-8-teplyh-belyh-led-lamp-prozrachnyj-pvh-na-batarejkah-ip20/,Шишки и желуди,XXL (81 см и более),Пластик,прозрачный,стандарт,Нет,Да,0.29,0.0027,Китай,Нидерланды
1960,6550,"Елочная игрушка Королевская Голубка Айла 13 см, подвеска",1580.0,/goods/elochnaya-igrushka-korolevskaya-golubka-ajla-13-sm-podveska/,Птицы,S (7-14 см),Полистоун,белый,премиум,Нет,Нет,0.09,0.0005,Китай,Нидерланды
1961,6553,"Елочная игрушка Танцовщица Симона - Грандиозный балет Голдблюма 15 см, подвеска",1670.0,/goods/elochnaya-igrushka-tancovshhica-simona---grandioznyj-balet-goldblyuma-15-sm-podveska/,Балет,M (15-30 см),Полистоун,золото,премиум,Нет,Нет,0.06,0.0005,Китай,Нидерланды
1962,6555,"Набор елочных игрушек Снежинки - Lourel Gold 12 см, 3 шт",820.0,/goods/nabor-elochnyh-igrushek-snezhinki-crystal-12-sm-3-sht/,Снежинки,S (7-14 см),Акрил,прозрачный,стандарт,Да,Нет,0.19,0.0008,Китай,Нидерланды
1963,6556,"Набор стеклянных елочных игрушек Сосульки - Sally 12 см, 12 шт, подвеска",2460.0,/goods/nabor-elochnyh-igrushek-perlamutrovye-sosulki-12-sm-12-sht/,Сосульки,S (7-14 см),Стекло,розовый,стандарт,Да,Нет,0.61,0.0071,Китай,Нидерланды
1965,6563,"Декоративная ветка Сверкающий лист Филодендрона 78 см, красный",290.0,/goods/dekorativnaya-vetka-sverkayushhij-list-filodendrona-78-sm-krasnyj/,"Растения, Листья",XL (51-80 см),Пластик,красный / бордовый,стандарт,Нет,Нет,0.04,0.0019,Китай,Нидерланды
1966,6568,"Светодиодная гирлянда Шишки - Silver Perfecto 1.75 м, 8 теплых белых LED ламп, прозрачный ПВХ, на батарейках, IP20",920.0,/goods/svetodiodnaya-girlyanda-shishki-silver-perfecto-175-m-8-teplyh-belyh-led-lamp-prozrachnyj-pvh-na-batarejkah-ip20-1746526174/,Шишки и желуди,XXL (81 см и более),Пластик,белый,стандарт,Нет,Да,0.3,0.0039,Китай,Нидерланды
1968,6581,"Набор стеклянных елочных игрушек Звезды 4.5 см серебряный mix, 12 шт",460.0,/goods/nabor-steklyannyh-elochnyh-igrushek-zvezdy-45-sm-serebryanyj-mix-12-sht-podveska/,Звездочки,XS (до 6 см),Стекло,серебро,стандарт,Да,Нет,0.07,0.0006,Китай,Россия
1970,6587,"Елочная игрушка Балерина Парижского театра 18 см, подвеска",530.0,/goods/elochnaya-igrushka-balerina-parizhskogo-teatra-18-sm-podveska/,Балет,M (15-30 см),Акрил,розовый,стандарт,Нет,Нет,0.06,0.0017,Китай,Россия
1971,6595,"Елочная игрушка Балерина Коллетт: Quelle surprise 17 см, подвеска",1830.0,/goods/elochnaya-igrushka-balerina-kollett-quelle-surprise-17-sm-podveska/,Балет,M (15-30 см),Полистоун,розовый,премиум,Нет,Нет,0.02,0.0007,Китай,Нидерланды
1972,6600,"Елочная игрушка Шишка Элти 9 см серебро, 2 шт",260.0,/goods/elochnaya-igrushka-shishka-jelti-9-sm-serebro-2-sht-podveska/,Шишки и желуди,S (7-14 см),Пластик,серебро,эконом,Да,Нет,0.02,0.0005,Китай,Нидерланды
1974,6609,"Елочная игрушка Птичка Далмация - Пламенное Чудо 14 см, клипса",490.0,/goods/elochnaya-igrushka-ptichka-dalmaciya---plamennoe-chudo-14-sm-klipsa/,Птицы,S (7-14 см),Перья,красный / бордовый,премиум,Нет,Нет,0.02,0.0003,Китай,Бельгия
1975,6613,"Елочная игрушка Шишка Alto синяя 8 см, 6 шт, пластик",480.0,/goods/elochnaya-igrushka-shishka-alto---korolevskij-sinij-8-sm-6-sht-plastik-podveska/,Шишки и желуди,S (7-14 см),Пластик,синий / голубой,эконом,Да,Нет,0.09,0.0014,Китай,Нидерланды
1977,6627,"Набор стеклянных елочных игрушек Звезды 4.5 см перламутровый mix, 12 шт",460.0,/goods/nabor-steklyannyh-elochnyh-igrushek-zvezdy-45-sm-perlamutrovyj-mix-12-sht-podveska/,Звездочки,XS (до 6 см),Стекло,кремовый / светлое дерево,стандарт,Да,Нет,0.07,0.0006,Китай,Россия
1978,6635,"Набор стеклянных елочных игрушек Звезды 4.5 см бордовый mix, 12 шт",460.0,/goods/nabor-steklyannyh-elochnyh-igrushek-zvezdy-45-sm-bordovyj-mix-12-sht-podveska/,Звездочки,XS (до 6 см),Стекло,красный / бордовый,стандарт,Да,Нет,0.07,0.0006,Китай,Россия
1980,6643,"Набор елочных игрушек Фигурный, 7 см, 24 шт, пластик, подвеска",700.0,/goods/nabor-elochnyh-igrushek-figurnyj-7-sm-24-sht-plastik-podveska/,Небьющиеся игрушки,S (7-14 см),Пластик,разноцветные,эконом,Да,Нет,0.17,0.0028,Китай,Россия
1981,6645,"Светодиодная гирлянда Шишки 4 м, 20 холодных белых LED ламп, прозрачный ПВХ, IP20",530.0,/goods/svetodiodnaya-girlyanda-shishki-4-m-20-holodnyh-belyh-led-lamp-prozrachnyj-pvh-ip20/,Шишки и желуди,XXL (81 см и более),Пластик,белый,стандарт,Нет,Да,0.14,0.0009,Китай,Россия
1982,6655,Елочная подвеска Этнические мотивы 28 см бордовая,260.0,/goods/elochnaya-podveska-jetnicheskie-motivy-bordo-28-sm/,Текстильные игрушки,M (15-30 см),Перья,фиолетовый,стандарт,Нет,Нет,0.01,0.0003,Китай,Нидерланды
1983,6660,"Стеклянная елочная игрушка Медведь Шамбрен - Lost Paradise 11 см, подвеска",2290.0,/goods/steklyannaya-elochnaya-igrushka-medved-shambren-lost-paradise-14-sm-podveska/,Животные,S (7-14 см),Стекло,кремовый / светлое дерево,премиум,Нет,Нет,0.07,0.0015,Китай,Бельгия
1984,6664,"Набор елочных игрушек Звезды 8 см folk blue, 6 шт",350.0,/goods/nabor-elochnyh-igrushek-biryuzovye-zvezdy-8-sm-6-sht-podveska/,Звездочки,S (7-14 см),Пластик,бирюзовый,стандарт,Да,Нет,0.07,0.0008,Китай,Россия
1985,6665,Елочная игрушка Снежинка Frozen Grace 13 см,690.0,/goods/elochnaya-igrushka-snezhinka-frozen-grace-13-sm-podveska/,Снежинки,S (7-14 см),Акрил,зеленый,стандарт,Нет,Нет,0.03,0.0006,Китай,Нидерланды
1986,6666,"Набор елочных игрушек Сосульки 15 см пряная тыква, 6 шт",740.0,/goods/nabor-elochnyh-igrushek-sosulki-15-sm-pryanaya-tykva-6-sht/,Сосульки,M (15-30 см),Стекло,желтый / оранжевый,стандарт,Да,Нет,0.09,0.0016,Китай,Нидерланды
1987,6667,Деревянная елочная игрушка Шишка красная,210.0,/goods/derevyannaya-elochnaya-igrushka-shishka-15-sm-krasnaya/,Шишки и желуди,M (15-30 см),Дерево,красный / бордовый,стандарт,Нет,Нет,0.02,0.0003,Россия,Россия
1988,6672,"Набор стеклянных елочных игрушек Звезды 4.5 см бирюзовый mix, 12 шт",460.0,/goods/nabor-steklyannyh-elochnyh-igrushek-zvezdy-45-sm-biryuzovyj-mix-12-sht-podveska/,Звездочки,XS (до 6 см),Стекло,бирюзовый,стандарт,Да,Нет,0.07,0.0006,Китай,Россия
1989,6674,"Елочная игрушка Шишка Элти 9 см шампань, 2 шт",260.0,/goods/elochnaya-igrushka-shishka-jelti-9-sm-shampan-2-sht-podveska/,Шишки и желуди,S (7-14 см),Пластик,золото,стандарт,Да,Нет,0.02,0.0005,Китай,Нидерланды
1991,6679,Искусственная ветка с перьями Брондрика 61 см синяя,650.0,/goods/iskusstvennaya-vetka-s-peryami-brondrika-61-sm-sinyaya/,"Растения, Листья",XL (51-80 см),Пластик,синий / голубой,стандарт,Нет,Нет,0.03,0.0011,Китай,Нидерланды
1992,6680,"Елочная игрушка Балерина Селеста - Dance of Juliard 11 см, подвеска",830.0,/goods/elochnaya-igrushka-balerina-selesta---dance-of-juliard-11-sm-podveska/,Балет,S (7-14 см),Полистоун,розовый,премиум,Нет,Нет,0.03,0.0003,Китай,Бельгия
1993,6690,Елочная игрушка Королева Снежных Просторов на олене 10 см,1870.0,/goods/elochnaya-igrushka-koroleva-snezhnyh-prostorov-na-olene-10-sm/,Ангелы и Феи,S (7-14 см),Полистоун,золото,премиум,Нет,Нет,0.09,0.0005,Китай,Бельгия
1995,6696,Искусственная лиана Лазурные листики 120 см,1760.0,/goods/dekorativnaya-girlyanda-lazurnye-listiki-120-sm/,"Растения, Листья",XXL (81 см и более),Пластик,синий / голубой,стандарт,Нет,Нет,0.09,0.0044,Китай,Нидерланды
1996,6702,"Набор елочных игрушек Звезды 8 см арктический голубой, 6 шт, подвеска",350.0,/goods/nabor-elochnyh-igrushek-zvezdy-8-sm-arkticheskij-goluboj-6-sht-podveska/,Звездочки,S (7-14 см),Пластик,бирюзовый,стандарт,Да,Нет,0.07,0.0008,Китай,Россия
1997,6706,Стеклянная елочная игрушка Олень Фредо - Wittland 10 см,2320.0,/goods/steklyannaya-elochnaya-igrushka-olen-fredo---wittland-10-sm/,Животные,S (7-14 см),Стекло,желтый / оранжевый,премиум,Нет,Нет,0.02,0.0001,Германия,Германия
1998,6708,Елочная игрушка Олененок Фин из Зачарованного Леса 10 см,1210.0,/goods/elochnaya-igrushka-olenenok-fin-iz-zacharovannogo-lesa-10-sm/,Животные,S (7-14 см),Полистоун,кремовый / светлое дерево,премиум,Нет,Нет,0.09,0.0003,Китай,Нидерланды
1999,6709,Елочная игрушка Олененок Руди из Зачарованного Леса 10 см,1210.0,/goods/elochnaya-igrushka-olenenok-rudi-iz-zacharovannogo-lesa-10-sm/,Животные,S (7-14 см),Полистоун,шоколадный / коричневый,премиум,Нет,Нет,0.09,0.0003,Китай,Нидерланды
2000,6711,Подвесное украшение Королевский Месяц Эрида 43 см,8660.0,/goods/podvesnoe-ukrashenie-korolevskij-mesyac-jerida-43-sm/,Персонажи сказок,L (31-50 см),Полистоун,кремовый / светлое дерево,премиум,Нет,Нет,1.43,0.024,Китай,Бельгия
2002,6714,"Елочное украшение ветка Gautier Silver 36 см на проволоке, 12 шт",1100.0,/goods/elochnoe-ukrashenie-vetka-gautier-silver-36-sm-na-provoloke-12-sht/,"Растения, Листья",L (31-50 см),Пластик,серебро,стандарт,Да,Нет,0.22,0.0027,Китай,Нидерланды
2003,6717,"Набор елочных игрушек Сосульки Рифленые 15 см серебряные с фиолетовым, 4 шт, стекло, подвеска",870.0,/goods/nabor-elochnyh-igrushek-sosulki-riflenye-15-sm-serebryanye-s-fioletovym-4-sht-steklo-podveska/,Сосульки,M (15-30 см),Стекло,фиолетовый,стандарт,Да,Нет,0.09,0.0019,Россия,Россия
2004,6720,Елочная игрушка Олененок Принц Бамби - Enchanted Forest 10 см,1210.0,/goods/elochnaya-igrushka-olenenok-princ-bambi---enchanted-forest-10-sm/,Животные,S (7-14 см),Полистоун,золото,премиум,Нет,Нет,0.09,0.0004,Китай,Нидерланды
2005,6721,Елочная игрушка Олененок Леди Тиара - Enchanted Forest 10 см,1210.0,/goods/elochnaya-igrushka-olenenok-ledi-tiara---enchanted-forest-10-sm/,Животные,S (7-14 см),Полистоун,кремовый / светлое дерево,премиум,Нет,Нет,0.09,0.0004,Китай,Нидерланды
2006,6723,Елочная игрушка Олень Эридан из Сумеречной Лощины 9 см,1230.0,/goods/elochnaya-igrushka-olen-jeridan-iz-sumerechnoj-loshhiny-9-sm/,Животные,S (7-14 см),Полистоун,зеленый,премиум,Нет,Нет,0.06,0.0002,Китай,Нидерланды
2007,6724,Елочная игрушка Олень Эльдориан из Сумеречной Лощины 9 см,1230.0,/goods/elochnaya-igrushka-olen-jeldorian-iz-sumerechnoj-loshhiny-9-sm/,Животные,S (7-14 см),Полистоун,зеленый,премиум,Нет,Нет,0.06,0.0002,Китай,Нидерланды
2008,6725,Стеклянная елочная игрушка Улитка Вита 6 см,2540.0,/goods/steklyannaya-elochnaya-igrushka-ulitka-vita-6-sm/,Животные,XS (до 6 см),Стекло,шоколадный / коричневый,премиум,Нет,Нет,0.02,0.0001,Германия,Германия
2009,6730,"Декоративная ветка с перьями Коко Пальмьери 100 см, персиковая",690.0,/goods/dekorativnaya-vetka-s-peryami-koko-palmeri-100-sm-sirenevaya/,"Растения, Листья",XXL (81 см и более),Пластик,розовый,премиум,Нет,Нет,0.04,0.0011,Китай,Италия
2010,6732,"Стеклянная елочная игрушка Воробушек Дамиан 11 см, подвеска",830.0,/goods/steklyannaya-elochnaya-igrushka-vorobushek-damian-11-sm-podveska/,Птицы,S (7-14 см),Стекло,желтый / оранжевый,стандарт,Нет,Нет,0.07,0.0008,Россия,Россия
2011,6735,"Набор елочных игрушек Сосульки 15 см аметистовый, 6 шт, стекло",740.0,/goods/nabor-elochnyh-igrushek-sosulki-15-sm-ametistovyj-6-sht-steklo/,Сосульки,M (15-30 см),Стекло,фиолетовый,стандарт,Да,Нет,0.07,0.0016,Китай,Нидерланды
2012,6738,Стеклянная елочная игрушка Лиса Фокс 7 см,2380.0,/goods/steklyannaya-elochnaya-igrushka-lisa-foks-7-sm/,Животные,S (7-14 см),Стекло,желтый / оранжевый,премиум,Нет,Нет,0.02,0.0002,Германия,Германия
2013,6739,Елочная игрушка Рождественский Олень Альфредо 12 см,1790.0,/goods/elochnaya-igrushka-rozhdestvenskij-olen-alfredo-12-sm/,Животные,S (7-14 см),Полистоун,белый,премиум,Нет,Нет,0.07,0.0004,Китай,Нидерланды
2014,6740,Елочная игрушка Рождественский Олень Рудольфо 12 см,1790.0,/goods/elochnaya-igrushka-rozhdestvenskij-olen-rudolfo-12-sm/,Животные,S (7-14 см),Полистоун,белый,премиум,Нет,Нет,0.07,0.0004,Китай,Нидерланды
2015,6741,Стеклянная елочная игрушка Мышь Лори 10 см,2540.0,/goods/steklyannaya-elochnaya-igrushka-mysh-lori-10-sm/,Животные,S (7-14 см),Стекло,серый,премиум,Нет,Нет,0.02,0.0002,Германия,Германия
2016,6744,Стеклянная елочная игрушка Лиса Патриция 10 см,2540.0,/goods/steklyannaya-elochnaya-igrushka-lisa-patriciya-10-sm/,Животные,S (7-14 см),Стекло,желтый / оранжевый,премиум,Нет,Нет,0.03,0.0004,Германия,Германия
2017,6749,"Елочная игрушка Балерина Лили - Danza di Toulouse 18 см, подвеска",1930.0,/goods/elochnaya-igrushka-balerina-lili---danza-di-toulouse-18-sm-podveska/,Балет,M (15-30 см),Полистоун,розовый,премиум,Нет,Нет,0.06,0.001,Китай,Бельгия
2018,6755,Стеклянная елочная игрушка Заяц Шуня 12 см,2700.0,/goods/steklyannaya-elochnaya-igrushka-zayac-shunya-12-sm/,Животные,S (7-14 см),Стекло,синий / голубой,премиум,Нет,Нет,0.03,0.0004,Германия,Германия
2019,6761,Стеклянная елочная игрушка Сова Сладкие Сны 9 см,3600.0,/goods/steklyannaya-elochnaya-igrushka-sova-sladkie-sny-9-sm/,Птицы,S (7-14 см),Стекло,желтый / оранжевый,премиум,Нет,Нет,0.03,0.0004,Германия,Германия
2020,6764,"Елочная игрушка Балерина Лирия - Лавандовый Вальс 15 см, подвеска",2550.0,/goods/elochnaya-igrushka-balerina-liriya-lavandovyj-vals-15-sm-podveska/,Балет,M (15-30 см),Полистоун,фиолетовый,премиум,Нет,Нет,0.07,0.0006,Китай,Нидерланды
